SLP,SP,AT,Tmin,GT,DPT,Evap,HCC,K,CUPE,runoff
1012.87,968.74,21.88,19.57,20.19,16.29,-1.6866,0.71,30.1,2.55,56.9375
1012.68,968.37,19.22,17.73,16.92,13.51,-1.9784,1,24.61,0.78,54.335938
1009.9,965.76,19.4,16.8,17.68,14.52,-2.1718,0.83,27.01,8.93,53.859375
1006.58,962.67,20.45,19.19,18.83,18,-1.7082,0.54,28.7,38.81,54.640625
1009.57,965.51,20.26,19.25,19.13,19.24,-0.6261,0,31.96,11.38,59.671875
1017.56,972.86,17.34,14.63,15.71,15.91,-1.9413,0,26.75,12.76,76.265625
1024.76,979.25,14.36,10.97,12.28,7.18,-2.5999,0,9.19,0,90.484375
1024.13,978.49,12.64,8.9,11.36,4.6,-2.6066,0,-1.55,0,91.5625
1023.86,978.32,12.47,8.27,10.69,3.78,-2.5824,0,-16.16,0,83.921875
1025.26,979.73,12.88,9.22,11.33,4.77,-2.522,0,-7.17,0,75.42969
1025.72,980.36,13.38,7.76,10.97,5.91,-2.3729,0,-19.77,0,67.671875
1023.46,978.39,13.43,6.97,11.36,6.58,-2.2836,0.08,-35.6,0,60.71875
1021.91,977,13.7,6.91,11.86,7.34,-2.1423,0.48,-22.09,0,54.65625
1023.1,978.14,13.98,8.33,12.05,7.1,-2.1411,0.22,-26.57,0,49.59375
1023.4,978.43,14.42,8.75,12.8,8.49,-1.8961,0,-11.71,0.1,45.390625
1021.84,977.04,15.64,10.86,13.79,10.34,-1.7979,0.18,8.57,0,42.09375
1019.99,975.27,16.74,12.79,15.45,12.22,-1.5752,0.16,9.83,2.73,39.703125
1018.42,973.94,17.61,12.65,15.53,12.86,-1.5011,0,-17.4,0.64,37.890625
1018.35,973.92,17.32,10.77,15.16,9.85,-2.0129,0,-13.68,0,36.476562
1021.78,977.09,16.37,9.58,14.02,7.7,-2.0226,0,-3.98,0,35.476562
1022.54,977.7,14.21,7.94,12.15,5.82,-1.83,0,-21.27,0,34.851562
1020.59,975.95,14.09,6.73,12.67,6.62,-1.7174,0.03,-11.89,0,34.429688
1019.15,974.66,16.4,9.55,13.62,7.1,-1.7683,0.13,-3.5,0,34.054688
1019.04,974.42,16.48,10.46,14.31,8.82,-1.6985,0.27,-6.81,0,33.695312
1020.78,976.21,17.73,12.41,16.33,13.52,-0.9296,0.45,12.05,0.8,33.375
1022.72,978.11,19.15,15.11,17.3,15.35,-1.0698,0,23.4,11.19,33.070312
1023.17,978.23,16.34,13.62,16,13.17,-1.6423,0,22.39,18.58,32.765625
1022.67,977.39,14.48,13.28,13.21,10.71,-0.7965,0.09,20.81,7.6,32.515625
1021.29,976.31,15.6,13.56,14.18,12.01,-0.7636,0.21,23.16,1.93,32.242188
1020.05,975.11,15.21,13.99,14.23,13.6,-1.1126,0.34,27.31,8.34,32.0625
1017.78,972.9,14.15,12.24,13.1,12.79,-0.9041,0.22,4.31,3.37,32.015625
1014.08,969.64,15.53,11.72,14.63,11.61,-1.2806,0.15,0.49,0.29,31.804688
1012.39,968.06,17.2,13.98,16.48,13.7,-1.222,0.03,27.78,7.12,31.523438
1015.92,971.11,15.4,13.61,13.86,11.8,-1.0021,0.02,25.68,21.05,31.5
1019.09,973.79,12.26,9.91,10.18,10.54,-0.7645,0.01,-3.57,1.36,31.546875
1020.52,975.4,13.27,9.11,11.84,8.57,-1.2477,0.72,-5.98,0.08,31.328125
1021.23,976.13,13.16,7.28,11.17,6.29,-1.801,0,-7.2,0,30.953125
1020.49,975.45,13.5,8.13,12.29,6.32,-1.2832,0.07,-4.06,0.03,30.59375
1019.97,975.2,15.27,10.86,13.48,6.66,-1.4094,0.07,9.16,2.6,30.257812
1021.86,976.58,13.09,12.35,12.26,10.91,-0.5137,0.09,23.52,4.07,30.0625
1019.53,974.34,13.38,11.96,12.29,12.26,-0.725,0,25.14,5.05,30.304688
1018.35,973.43,15.04,13.7,13.3,13.34,-0.6187,0,22.2,7.56,30.632812
1016.64,971.99,16.02,14.08,15.18,13.87,-0.8454,0,19.24,9.74,30.203125
1020.63,975.76,14.59,8.84,12.26,9.93,-1.2686,0,-7.81,3.43,29.765625
1022.04,976.96,12.73,6.18,11.05,7.16,-1.3566,0,-37.92,0,29.453125
1018.17,973.3,11.91,6.96,10.22,6.11,-1.2428,0,-21.23,0.01,29.164062
1016.1,971.61,14.79,8.34,12.51,9.61,-1.1713,0.01,8.15,0,28.867188
1019.99,975.06,15.7,10.54,14.9,8.26,-1.4335,0.16,12.57,1.19,28.546875
1021.9,976,9.29,4.03,7.24,-0.28,-1.2339,0.07,-29.95,0.01,28.257812
1019.04,973.45,8.03,3,5.78,-1.61,-1.1201,0,-22.73,0,28
1016.88,971.71,8.91,2.93,7.5,0.32,-1.1261,0.13,-26.24,0,27.71875
1016.23,970.98,10.7,5.12,9.94,5.79,-0.6853,0.32,11.52,0.06,27.460938
1015.97,970.8,12.05,9.56,10.85,9.99,-0.5926,0.2,19.59,2.57,27.460938
1012.61,967.74,11.87,10.89,11.07,11.44,-0.3378,0.32,28.12,10.08,29.234375
1013.95,969.26,14.6,12.34,14.11,13.69,-0.6377,0.46,28.27,6.79,36.859375
1019.39,974.09,12.54,10.41,11.46,11.2,-0.9778,0.32,16.76,14.7,54.765625
1023.77,976.92,4.95,0.57,3.58,3.96,-1.5678,0.71,7.41,11.81,81.46094
1026.66,978.96,0.91,-2.11,-1.31,-2.97,-1.2053,0,-40.2,0.41,113.96875
1023.87,977.03,3.29,-1.27,0.55,-2.23,-1.1708,0,-61.18,0,128.41406
1020.71,974.91,5.5,0.7,3.61,0.94,-1.3113,0,-49.01,0,118.21094
1019.95,974.74,9.87,3.47,7.18,5.52,-1.252,0,-7.32,0,106.5
1015.95,971.15,12.07,6.8,8.96,6.66,-1.4002,0.02,-9.2,0,99.11719
1016.32,971.38,11.09,5.03,8.35,5.26,-1.4576,0,-27.14,0,94.375
1018.01,972.94,8.73,1.84,6.93,1.39,-1.5509,0,-32.75,0,86.890625
1018.19,973.19,10.38,2.25,7.96,3.76,-1.4421,0,-17.9,0,77.96875
1019.92,974.2,9.47,5.85,8.77,7.3,-1.1415,0.03,19.27,11.19,69.859375
1024.49,977.5,3.96,2.73,2.72,3.12,-1.0013,0.11,-1.34,5.2,67.74219
1023.79,977.12,4.53,1.37,1.74,-0.71,-1.3102,0,-44.58,0.09,73.40625
1020.4,974.63,5.43,0.05,3.6,0.07,-1.2942,0,-21.84,0,73.625
1019.76,974.53,8.83,1.81,6.21,2.4,-1.4092,0,-1.35,0.01,67.390625
1019.74,974.63,12.09,4.23,9.04,6.1,-1.2739,0,11.74,6.18,60.757812
1023.41,977.48,8.53,1.33,5.94,-1.76,-1.7263,0,-18.6,0,54.34375
1024.31,977.75,5.86,1.6,2.94,-7.3,-1.5948,0,-25.88,0.02,48.40625
1025.46,978.71,5.49,3.23,3.39,-6.44,-1.2008,0,-1.61,3.98,43.40625
1024.68,978.23,6.59,2.07,5.8,-1.45,-1.3125,0,5.49,7.06,39.289062
1026.87,979.84,3.43,1.28,3.16,0.82,-0.9685,0.01,-17.78,1.6,36.210938
1024.7,978.06,5.45,2.38,4.44,2.38,-0.824,0,18.11,7.69,33.984375
1024.12,977.82,6.65,4.85,6.82,5.07,-1.0421,0,15.38,20.89,32.390625
1030.29,982.94,3.48,1.96,2.14,-0.41,-1.0037,0,-5.22,2.99,32.234375
1027.35,980.43,4.56,1.85,2.89,-2.55,-1.1745,0,-13.94,0,32.765625
1023.78,977.64,7.03,1.7,4.88,1.38,-1.0501,0.19,-10.51,0,31.984375
1025.93,979.47,7.33,4.88,6.68,-2.09,-1.3437,0.15,-5.26,0,30.609375
1023.54,977.09,6.22,2.96,5.96,-2.17,-1.2751,0.37,3.24,0.33,29.625
1024.46,977.34,2.44,-0.55,1.74,-2.06,-0.9098,0.74,-12.16,0.37,29.0625
1022.82,976.34,3.57,-1.65,2.11,-4.12,-1.2782,0.01,-23.46,0,28.6875
1022.32,976,5.31,-0.69,4.7,0.52,-0.5596,0,13.63,5.58,28.40625
1022.16,976.04,7.24,5.12,6.94,4.79,-0.8818,0,10.82,20.16,28.28125
1029.31,982.17,4.23,-0.1,3.04,-1.63,-1.3171,0,-17.8,0.76,29.1875
1029.48,982.26,2.48,-1.58,1.35,-6.75,-1.3642,0,-26,0,30.453125
1027.6,980.87,4.48,-0.6,2.92,-3.8,-1.2016,0,-3.29,0,29.640625
1025.47,978.97,6.09,3.36,5.86,2.54,-0.6857,0,16.11,11.6,28.53125
1023.41,976.97,5.95,4.62,5.78,4.47,-0.6628,0,20,8.34,28.21875
1023.91,977.16,5,2.95,4.12,4.21,-0.6149,0,16.89,11.98,28.71875
1026.22,979.24,4.26,2.67,2.61,1.55,-0.9911,0,-17.13,0.22,31.5
1024.75,978.45,7.1,3.35,6.39,2.73,-1.1422,0,-4.01,3.86,35.59375
1027.43,980.75,6.2,4.34,5.85,2.72,-0.8686,0,9.48,5.75,35.140625
1027.58,981.1,7.08,4.56,6.7,3.51,-1.069,0,6.98,6.07,32.890625
1028.31,981.75,6.48,5.6,6.6,4.04,-0.6949,0,11.69,34.33,31.125
1029.64,982.96,6.13,5.74,5.9,5.64,-0.5338,0.05,12.22,19.12,30.890625
1029.05,982.46,6.81,5.71,6.12,5.66,-0.506,0.09,12.62,6.55,33.578125
1030.44,983.54,5.82,4.07,5.19,2.63,-0.6935,0.01,3.59,1.23,36.484375
1031.7,984.48,4.57,1.28,3.7,-1.41,-1.1818,0,-2.81,0.01,36.390625
1032.01,984.8,3.64,-0.18,2.68,-2.71,-1.0791,0,-2.77,2.86,34.078125
1027.56,981,6.36,0.14,4.95,-2.15,-1.4468,0,3.01,2.94,31.40625
1026.24,979.4,3.86,2.34,2.85,1.1,-0.5326,0,11.03,12.13,29.609375
1023.3,977.18,5.39,0.14,4.28,1.29,-1.273,0,-20.36,0,28.59375
1020.13,974.74,8.34,0.8,6.52,3.8,-1.3375,0,4.08,0.01,28.0625
1018.61,973.6,10.72,3.77,8.24,4.61,-1.5155,0,-8.79,0,27.71875
1017.66,972.75,11.02,3.88,9.58,4.94,-1.562,0,-12.87,0,27.46875
1016.33,971.68,11.88,4.21,10.32,5.91,-1.6173,0,-22.18,0,27.234375
1011.43,967,13.85,5.87,11.56,6.38,-1.7443,0,-7.86,0.06,26.9375
1009.34,965.21,14.46,8.45,12.7,8.23,-1.5865,0,5.39,0,26.625
1011.83,967.29,15.39,9.72,14.16,8.13,-1.8965,0,15.71,0.55,26.3125
1017.34,971.79,9.94,6.71,9.97,8.25,-1.2388,0.03,24.6,13.13,26.625
1024.2,977.73,6.49,3.41,5.61,2.29,-1.1585,0.07,3.27,0.52,31.5
1022.25,976.09,8.13,3.76,7.72,0.4,-1.5323,0.11,4.17,1.85,41
1024.92,977.77,3.06,2.25,1.77,2.06,-0.4385,0.31,4.45,2.05,44.25
1026.92,979.99,4.34,0.88,2.28,-2.31,-1.7388,0.01,-24.85,0.06,49.25
1025.21,978.46,5.68,1.73,4.87,2.02,-1.414,0.36,11.2,13.49,55.09375
1020.58,974.28,6.1,4.99,5.54,5.78,-0.3944,0.09,26,34.29,58.6875
1019.45,973.33,7.19,6.36,6.52,6.5,-0.581,0,19.8,4.52,73.65625
1021.14,974.89,7.14,6.55,6.47,6,-0.6918,0.05,18.81,2.07,90.4375
1022.29,975.96,6.82,6.3,5.76,5.98,-0.562,0.01,15.12,1.3,93.34375
1022.76,976.76,8.69,5.88,6.82,5.06,-1.1058,0,3.66,0.41,89.875
1021.06,975.54,9.5,4.65,7.96,5,-1.384,0,1.19,0.24,83.84375
1019.05,974.06,13.21,5.68,11.17,7.3,-1.7711,0,12.71,0.36,75.375
1017.25,972.51,14.09,10.98,13.24,9.77,-1.0131,0.03,24.82,3.75,67.03125
1017.09,972.18,14.13,11.88,12.76,11.81,-0.8374,0.02,28.16,10.8,59.53125
1018.64,973.82,15.38,12.98,14.08,12.41,-1.4358,0,21.68,2.36,54.09375
1017.15,972.64,17.43,12.67,14.83,11.02,-2.1381,0,11.02,0,50.1875
1014.43,970.31,19.24,13.07,16.73,13.19,-2.1378,0,13.63,5.73,45.84375
1014.06,969.82,19.25,13.5,18.68,13.83,-2.3312,0.01,15.7,28.94,41.5625
1021.18,975.41,10.72,9,9.6,7.35,-1.2129,0,13.07,7.55,38.28125
1021.69,975.91,10.37,8.21,9.69,6.84,-0.7552,0.2,8.54,1.22,36.8125
1024.37,978.1,8.37,6.89,6.82,5.19,-0.8213,0,9.47,8.33,36.5
1023.16,977.12,9.15,5.15,7.42,3.39,-1.631,0.03,-2.58,0.76,36.21875
1019.91,974.09,9.43,7.14,8.16,5.69,-1.246,0.17,25.82,6.72,36.03125
1017.49,972.12,10.81,8.58,10.67,9.52,-1.0162,0.16,25.88,21.91,37.65625
1022.59,976.88,9.53,3.3,7.66,3.26,-2.184,0,-11.92,1.1,46.9375
1023.12,977.57,10.4,3.53,8.41,2.92,-2.2063,0.04,-14.62,0,58.3125
1025.27,979.91,12.34,4.8,10.61,3.48,-2.1853,0.2,-2.27,0.03,57.9375
1023.89,978.46,11.62,8.19,10.27,4.08,-1.2967,0.04,10.78,3.71,52.75
1021.72,975.98,10.52,8.47,9.65,7.13,-0.9781,0.05,21.23,4.63,47.40625
1018.71,973.37,11.62,9.64,9.47,9.09,-1.1572,0,19.21,0,43.34375
1014.42,969.98,15.64,11.66,15.3,12.11,-1.6031,0.32,23.79,0.17,40.40625
1016.38,972.02,19.18,14.33,18.21,14.01,-1.8286,0.26,25.65,9.21,37.78125
1027.43,980.97,8.29,6.47,6.87,5.27,-1.8161,0.32,5.59,9.92,37.4375
1026.67,980.69,9.87,6.51,8.48,0.49,-2.3253,0.34,-18.03,0.01,39.25
1023.94,978.41,12.42,7.95,11.2,1.67,-2.5628,0.81,2.39,0.17,39.6875
1021.58,975.61,8.75,7.72,7.77,7.62,-1.0376,0.98,23.88,20.52,39.96875
1014.39,969.47,12.25,9.16,11.39,11.99,-0.7377,0.39,28.51,48.81,55.5
1010.68,966.56,17.72,13.37,16.59,16.09,-1.0045,0,19.78,66.8,92.1875
1015.12,970.44,17.2,9.24,16.64,13.88,-2.9276,0,25.79,87.78,111.6875
1026.59,980.11,8.31,7.63,6.68,5.01,-1.4381,0,12.68,3.78,116.75
1024.96,978.98,11.01,7.74,9.3,2.88,-1.7517,0,9.92,5.52,116.65625
1025.33,979.59,11.65,9.09,9.52,4.39,-1.4644,0,9.34,0.43,108.90625
1025.98,980.39,13.16,9.26,11.65,3.74,-2.3423,0.01,8.92,0.15,98.3125
1026.83,980.85,10.86,7.89,9.49,3.58,-1.524,0.4,10.38,0.08,88.3125
1025.39,979.62,10.48,4.47,8.63,3.3,-2.0966,0.75,-10.22,0,79.59375
1024.8,979.53,12.89,6.46,10,0.4,-3.0231,0,-7.01,0,71.625
1024.19,979.1,13.72,5.6,11.03,0.28,-3.2962,0.59,-29.32,0,64.21875
1021.34,976.37,14.55,8.8,12.77,5.32,-2.7672,0.81,-29.08,0,57.59375
1018.25,973.6,15.72,10.24,13.63,4.23,-2.8999,0.01,4.51,0,51.78125
1016.26,971.9,18.53,12.29,15.85,9.51,-2.646,0,22.07,0.25,46.8125
1013.66,969.56,20.63,15.46,18.58,13.22,-2.5017,0.02,26.41,2.05,42.75
1018.1,972.86,12.98,9.04,12.41,11.29,-1.7406,0.01,27.44,15.08,40.03125
1022.12,976.46,10.44,7.8,9.02,7.98,-1.1049,0,12.09,0.61,42.40625
1020.58,975.43,14.38,9.31,12.75,7.24,-2.4424,0,11.32,0.12,48.71875
1017,972.49,17.71,11.79,15.81,9.07,-2.7352,0,16.83,2.03,48.09375
1017.28,972.81,17.29,15.04,17.31,13.4,-1.2249,0,28.95,7.69,44.25
1020.6,975.78,16.47,15.08,15.01,14.43,-1.0458,0,27.32,1.99,41.375
1020.07,975.44,18.18,15.7,16.37,15.23,-1.4619,0.13,25,0.85,41.09375
1016.63,972.46,22.48,17.42,20.63,16.48,-2.5742,0.2,30.48,14.32,40.875
1018.33,973.76,18.91,15.17,17.26,16.05,-1.9864,0.04,28.49,52.98,40.3125
1018.05,973.49,18.18,14.75,16.97,11.29,-2.6313,0.37,29.13,0.29,42.9375
1015.04,970.74,19.69,15.97,17.88,13.97,-2.5687,0.43,32.63,1.23,44.25
1009.58,965.87,21.89,17.35,20.75,16.36,-2.951,0,28.89,0.69,42.28125
1007.35,963.83,23.88,19.18,22.56,16.58,-3.0143,0.4,30.82,1.56,39.78125
1009.56,965.53,20.81,16.66,20.3,17.56,-3.4105,0.27,33.37,145.05,38.34375
1011,966.7,17.32,14.22,15.6,15.73,-1.3216,0.3,17.55,9.84,45.875
1013.29,969.14,19.69,14,17.21,10.48,-3.6457,0.22,-0.05,0.53,61.34375
1017.54,972.97,17.93,9.57,15.92,6.49,-3.7763,0.01,-12.99,0,62.75
1016.13,971.7,18.82,12.97,16.99,8.37,-3.4431,0.56,-10.24,0,57.5
1011.58,967.63,20.67,16.13,19.02,11.92,-3.2708,0.3,20.07,0.48,51.71875
1014.2,969.67,16.84,14.78,15.45,15.71,-0.8904,0.16,13.98,28.96,47.3125
1014.84,970.62,18.37,10.31,16.25,8.58,-3.439,0.07,-14.71,0.01,44.25
1013.41,969.52,21.04,14.12,19.03,9.62,-3.3845,0.83,0.2,0,41.75
1009.83,966.19,22.22,15.7,20.37,7.4,-3.2966,0.91,11.91,0,39.09375
1005.92,962.49,23.98,17.73,21.66,12.98,-3.1925,0.64,22.32,8.19,36.625
1008.24,964.65,24.09,16.77,21.83,14.68,-2.9705,0.65,20.29,119.09,34.6875
1010.09,966.27,23.41,18.16,21.94,13.75,-3.2119,0.81,26.17,106.11,33.28125
1009.96,966.2,23.64,18.96,22.94,15.52,-2.7951,0.99,27.69,24.92,32.5625
1008.88,965.06,22.64,19.92,21.41,20.32,-2.5778,0.93,34.54,639.04,35.71875
1010.45,966.55,22.45,19.44,21.97,20.33,-1.7489,0.99,32.8,654.21,53.40625
1008.17,964.21,19.59,16.87,19.97,18.69,-1.5807,0.77,33.88,192.39,84.09375
1012.85,968.34,16.53,15.02,15.73,15.86,-1.5236,0.72,30.49,40.92,108.53125
1012.94,968.36,15.91,15.26,14.82,14.96,-0.8852,0.43,27.2,3.82,133.15625
1010.25,966.2,19.86,16.89,19.15,16.92,-2.4195,0.94,30.14,33.61,146.84375
1008.42,964.59,20.97,18.82,20.1,20.18,-1.0213,0.96,34.16,516.46,164.53125
1008.26,964.61,23.22,20.3,22.37,20.76,-2.4547,0.9,34.08,1019.72,189.59375
1008.27,964.72,25.06,21.96,23.92,21.29,-3.022,0.89,31.35,585.48,192.09375
1006.12,962.71,25.76,21.15,24.05,21.2,-3.6507,0.15,32.6,479.88,178.28125
1002.99,959.92,28.75,23.84,26.22,21.31,-4.2634,0,32,168.16,163.28125
1005.49,962.08,26.04,22.31,25.53,22.4,-3.3825,0.53,34.62,558.04,147.65625
1010.82,966.86,22.11,19.78,21.41,20.72,-2.1798,0.85,34.55,101.69,141.4375
1013.85,969.56,20.19,19.52,18.4,19.03,-0.706,0.27,27.49,46.2,164.3125
1015.85,971.41,18.77,17.35,17.78,17.95,-0.7078,0.21,29.27,59.47,195.5
1015.96,971.46,17.84,17.11,17.53,16.54,-1.0805,0.33,30.7,5.07,199.8125
1015.14,970.63,17.39,16.33,16.3,16.72,-0.9598,0.72,15.06,2.67,188.28125
1011.55,967.58,20.81,14.41,19.16,14.56,-4.0232,0.52,-9.83,0.1,174.875
1010.08,966.27,22.63,15.56,20.82,12.43,-4.56,0,-2.08,0.01,159.28125
1009.23,965.65,24.62,18.61,22.91,17.47,-4.1472,0,12.53,331.49,146.28125
1007.25,963.82,26.09,20.13,24.03,18.14,-4.1358,0.35,11.92,333.2,137.5625
1006.38,962.99,26.7,21.57,24.99,18.98,-3.9123,0.51,23.11,160.74,130.25
1006.39,962.83,24.03,19.82,24.2,18.97,-3.4911,0.87,30.53,28.61,127.28125
1011.1,966.79,18.38,17.01,17,15.67,-1.7161,0.34,29.59,10.41,150.4375
1012.71,968.29,17.83,16.78,16.76,15.84,-1.2035,0,26.62,2.45,176.84375
1011.47,967.34,20.42,17.96,18.93,16.96,-1.6066,0,25.29,5.9,176.25
1010.49,966.57,23.01,20.19,21.19,17.17,-2.5323,0,28.42,9.95,167.6875
1009.09,965.22,22.73,19.29,20.54,18.09,-2.5159,0.1,23.71,5.04,157.90625
1008.57,964.88,23.21,15.55,20.67,13.39,-4.7963,0,-14.27,0,149.1875
1012.44,968.56,23.43,16.32,21.05,12.75,-4.6004,0.06,-38.69,0,138.15625
1009.48,965.86,23.9,17.73,22.14,16.03,-4.3604,0.1,-2.44,0,124.65625
1006.11,962.84,26.91,21.83,24.77,18.75,-4.2985,0.75,5.85,3.14,111.90625
1008.14,964.57,26.06,21.51,24.54,18.97,-3.9171,0.63,29.24,35.12,100.375
1010.99,966.93,21.42,19.23,20.91,19.72,-2.3496,0.69,33.26,21.68,91.03125
1009.21,965.32,20.91,19.92,20.93,20.19,-1.9033,0.35,35,122.7,90.90625
1005.76,962.49,26.48,22.9,25.25,21.81,-3.855,0.8,35.53,158.41,100.1875
1006.94,963.63,26.69,24.63,25.63,22.99,-2.7992,0.99,34.59,837.23,104.96875
1005.04,961.77,27.46,24.88,26.3,23.63,-3.9215,0.96,35.42,1337.23,98.6875
1005.12,961.63,25,23.07,24.18,23.62,-2.2317,0.98,35.14,1237.12,98.5
1006.09,962.69,26.08,23.17,24.56,23.51,-3.2632,0.25,34.78,1644.22,133.96875
1004.47,961.32,28.74,25.14,27.51,23.02,-4.5239,0.8,32.29,1321.61,173.96875
1003.84,960.65,28,24.43,26.83,22.81,-4.5314,0.97,34.52,428.22,167.53125
1004.77,961.43,27.28,24.5,25.95,23.79,-2.9523,0.88,36.71,593.94,154.4375
1006.79,963.26,25.59,23.43,24.6,23.93,-2.4441,0.99,35.57,831.2,152.6875
1006.47,962.97,25.01,22.99,23.71,23.68,-1.8307,0.99,34.82,756.04,170.03125
1004.61,961.29,26.99,24.7,25.15,23.06,-3.3837,0.99,34.41,626.64,197.59375
1004.23,961.01,27.57,24.42,26.45,22.84,-4.1883,0.94,34.21,757.8,202.65625
1006.69,963.37,28.02,24.88,26.39,22.7,-4.476,0.95,34.36,806.48,190.59375
1007.14,963.78,28.04,24.63,26.07,22.67,-4.1695,0.99,32.35,378.64,177.03125
1004.46,961.34,29.21,25.35,27.4,22.08,-4.7661,0.93,30.59,90.45,160.59375
1005.27,961.99,27.58,23.83,26.4,22.66,-3.1939,0.65,31.43,978.49,145.1875
1005.7,962.4,27.57,23.86,27.14,23.56,-4.25,0.62,34.05,1717.94,131.375
1004.79,961.55,27.79,23.76,26.6,23.52,-4.6787,0.38,32.65,1785.53,121.46875
1003.94,960.71,28.47,23.88,26.25,22.99,-4.8556,0.38,31.48,736.34,116.3125
1001.85,958.81,29.77,24.54,27.62,22.53,-4.8611,0.62,31.87,1327.79,115.25
998.87,955.98,30.3,25.17,27.92,22.8,-4.7695,0.52,32.33,642.06,115.78125
999,955.88,27.31,23.57,26.05,22.51,-4.5497,0.76,28.44,497.07,110.53125
1003.23,960,27.36,22.23,25.09,21.07,-4.4448,0,8.53,89.9,104.875
1003.94,960.7,29.43,25.88,27.19,22.04,-4.8914,0.2,30.15,368.42,99.125
1004.61,961.23,26.87,23.9,25.97,22.99,-3.8714,0.96,35.26,527.38,92.21875
1008.11,964.51,25.46,23.55,23.9,22.79,-2.4746,0.83,33.71,361.56,99.34375
1008.63,965.22,28.35,24.54,26.66,22.87,-4.5582,0.97,32.39,250.02,117.46875
1007.7,964.44,29.07,25.26,27.15,22.26,-4.4028,0.83,29.91,249.53,122.34375
1005.3,962.24,30.63,25.74,28.16,22.44,-4.8396,0.22,26.37,355.66,114.9375
1005.56,962.55,31.12,26.1,28.77,21.52,-4.8632,0.79,21.54,36.33,104
1006.53,963.48,31.26,26.93,29.22,22.11,-4.4139,0.72,24.9,252.27,93.5
1004.13,961.2,31.89,26.34,29.43,21.43,-4.4438,0.75,26.68,61.57,84.09375
1001.25,958.44,31.48,26.43,29.78,21.24,-4.2528,0.95,23.92,30.01,75.8125
1001.69,958.92,32.5,26.53,29.95,20.46,-4.0458,0.84,16.93,19.06,68.46875
1002.28,959.44,31.68,26.94,30.29,21.15,-3.611,0.58,23.68,41.88,62
1003.1,960.1,31.01,26.27,30.27,22.11,-3.652,0.81,32.31,354.7,56.3125
1002.55,959.45,29.46,26.01,28.57,22.64,-3.4665,0.93,35.21,286.9,51.640625
1002.99,959.79,29.05,25.74,27.68,23.11,-3.4074,0.96,35.55,413.95,48.1875
1003.76,960.54,28.25,24.71,27.78,23.74,-3.4122,0.99,35.5,1665.93,45.984375
1004.06,960.85,28.27,25.14,27.66,24.54,-3.6981,0.97,35.37,1760.7,45.25
1004.77,961.48,28.26,25.05,27.18,23.62,-4.2219,0.88,34.54,887.84,47.71875
1004.74,961.39,27.41,24.83,26.68,22.92,-3.8457,0.78,35.61,245.02,52.109375
1002.25,958.96,26.51,24.16,24.81,23.06,-3.326,0.73,34.6,226.91,58.6875
999.13,955.96,26.41,24.44,25.07,24.48,-2.3687,0.96,35.6,680.87,66.515625
997.72,954.53,25.56,24.73,23.8,23.94,-1.3007,0.78,36.57,570.35,75.546875
999.52,956.4,26.97,23.9,25.62,23.94,-3.7142,0.35,32.58,1495.41,90.421875
1003,959.77,27.43,24.75,26.32,24.02,-3.8995,0.48,35.18,906.95,103.328125
1004.82,961.5,27.6,24.86,26.02,24.44,-3.9081,0.69,34.32,1081.4,101.5625
1005.49,962.28,29.16,25.48,27.33,24.8,-4.4961,0.25,34.42,1846.68,99.703125
1006.2,963.12,31.18,27.58,28.63,24.38,-4.9532,0,29.73,1565.98,98.8125
1006.05,963.01,31.27,26.14,29.54,23.52,-5.0538,0.25,28.36,1666.64,91.59375
1006.18,963.05,30.88,26.33,29.45,24.02,-5.068,0.38,32.31,2525.06,82.953125
1006.59,963.42,30.98,26.55,28.96,22.78,-4.9802,0.47,32.13,1585.85,75.140625
1007.09,963.85,30.61,25.84,28.83,22.3,-4.9175,0.48,28.79,297.84,68.328125
1006.23,963.02,30.43,25.96,28.45,21.25,-4.4804,0.09,22.63,39.69,63.078125
1005.23,962.08,30.11,24.76,29.1,21.85,-4.2919,0.05,30.97,673.32,58.25
1004.61,961.49,29.53,24.17,29.09,21.13,-4.0562,0.32,35.64,581.68,53.609375
1004.99,961.75,28.76,23.69,28.48,22.49,-3.7493,0.13,33.82,1409.23,49.546875
1005.28,962.13,29.67,24.87,28.75,22.15,-3.5321,0,31.86,543.71,46.421875
1005.58,962.46,30.12,25.66,29.49,22.58,-3.4493,0.08,33.85,835.88,44.53125
1003.76,960.71,30.57,26.78,29.83,22.24,-3.2503,0.54,34.21,685.76,42.78125
1001.96,959.02,30.69,25.75,30.08,22.15,-3.1156,0.38,32.57,252.52,41.0625
999.76,956.93,30.03,25.56,29.41,22.48,-3.1136,0.47,33.26,271.81,39.515625
998.53,955.74,30.9,26.63,29.77,21.22,-2.822,0.15,32.02,87.81,38.453125
1002.2,959.2,29.63,25.1,29.96,22.55,-2.6465,0.17,36.33,572.22,37.546875
1004.97,961.73,28.35,24.88,28.63,23.89,-2.8701,0.67,35.31,1412.21,37.21875
1006.28,962.96,28.13,24.14,27.65,23.25,-3.2761,0.88,33.53,618.73,37.21875
1007.24,963.96,29.28,24.82,29.08,21.96,-2.7679,0.96,33.82,45.19,37.453125
1007.21,963.94,29.49,25.42,29.02,22.43,-2.5211,0.97,35.54,241.42,37.6875
1006.46,963.2,28.59,25.25,28.5,22.34,-2.5773,0.93,36.15,826.42,37.515625
